scalerank	featurecla	labelrank	sovereignt	sov_a3	adm0_dif	level	type	admin	adm0_a3	geou_dif	geounit	gu_a3	su_dif	subunit	su_a3	brk_diff	name	name_long	brk_a3	brk_name	brk_group	abbrev	postal	formal_en	formal_fr	note_adm0	note_brk	name_sort	name_alt	mapcolor7	mapcolor8	mapcolor9	mapcolor13	pop_est	gdp_md_est	pop_year	lastcensus	gdp_year	economy	income_grp	wikipedia	fips_10	iso_a2	iso_a3	iso_n3	un_a3	wb_a2	wb_a3	woe_id	adm0_a3_is	adm0_a3_us	adm0_a3_un	adm0_a3_wb	continent	region_un	subregion	region_wb	name_len	long_len	abbrev_len	tiny	homepart	eleven	twelwe	thirteen	fourteen	fifteen	sixteen	seventeen	eighteen
3	Admin-0 country	5	Malta	MLT	0	2	Sovereign country	Malta	MLT	0	Malta	MLT	0	Malta	MLT	0	Malta	Malta	MLT	Malta		Malta	M	Republic of Malta				Malta		1	4	1	8	405165	9962	-99	2005	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		MT	MLT	470	470	MT	MLT	-99	MLT	MLT	-99	-99	Europe	Europe	Southern Europe	Middle East & North Africa	5	5	5	3	1	9510019134	9209873465	10154463059	11303729347	10715545898	11452895366	12768671649	14553422928
1	Admin-0 country	3	Myanmar	MMR	0	2	Sovereign country	Myanmar	MMR	0	Myanmar	MMR	0	Myanmar	MMR	0	Myanmar	Myanmar	MMR	Myanmar		Myan.	MM	Republic of the Union of Myanmar				Myanmar		2	2	5	13	48137741	55130	-99	1983	-99	7. Least developed region	5. Low income	-99		MM	MMR	104	104	MM	MMR	-99	MMR	MMR	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	7	7	5	-99	1	59977326085	59937797559	60269734044	65446199787	59687410896	63256184700	66719084253	71214803377
1	Admin-0 country	6	Montenegro	MNE	0	2	Sovereign country	Montenegro	MNE	0	Montenegro	MNE	0	Montenegro	MNE	0	Montenegro	Montenegro	MNE	Montenegro		Mont.	ME	Montenegro				Montenegro		4	1	4	5	672180	6816	-99	2011	-99	6. Developing region	3. Upper middle income	-99		ME	MNE	499	499	ME	MNE	-99	MNE	MNE	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	10	10	5	-99	1	4538199888	4087725812	4464261816	4587928884	4052913385	4374128318	4844592066	5504166666
1	Admin-0 country	3	Mongolia	MNG	0	2	Sovereign country	Mongolia	MNG	0	Mongolia	MNG	0	Mongolia	MNG	0	Mongolia	Mongolia	MNG	Mongolia		Mong.	MN	Mongolia				Mongolia		3	5	5	6	3041142	9476	-99	2010	-99	6. Developing region	4. Lower middle income	-99		MN	MNG	496	496	MN	MNG	-99	MNG	MNG	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	8	8	5	-99	1	10409797649	12292770631	12582122604	12226514722	11749620619	11186734674	11425755279	13066749138
3	Admin-0 country	6	United States of America	US1	1	2	Dependency	Northern Mariana Islands	MNP	0	Northern Mariana Islands	MNP	0	Northern Mariana Islands	MNP	0	N. Mariana Is.	Northern Mariana Islands	MNP	N. Mariana Is.		N.M.I.	MP	Commonwealth of the Northern Mariana Islands		Commonwealth of U.S.A.		Northern Mariana Islands		4	5	1	1	88662	900	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		MP	MNP	580	580	MP	MNP	-99	MNP	MNP	-99	-99	Oceania	Oceania	Micronesia	East Asia & Pacific	14	24	6	3	-99	733000000	751000000	782000000	845000000	931000000	1250000000	1601000000	1323000000
1	Admin-0 country	3	Mozambique	MOZ	0	2	Sovereign country	Mozambique	MOZ	0	Mozambique	MOZ	0	Mozambique	MOZ	0	Mozambique	Mozambique	MOZ	Mozambique		Moz.	MZ	Republic of Mozambique				Mozambique		4	2	1	4	21669278	18940	-99	2007	-99	7. Least developed region	5. Low income	-99		MZ	MOZ	508	508	MZ	MOZ	-99	MOZ	MOZ	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	10	10	4	-99	1	14381552432	16350804543	16974320551	17716084107	15950969018	11936999283	13219084261	14717223206
1	Admin-0 country	3	Mauritania	MRT	0	2	Sovereign country	Mauritania	MRT	0	Mauritania	MRT	0	Mauritania	MRT	0	Mauritania	Mauritania	MRT	Mauritania		Mrt.	MR	Islamic Republic of Mauritania				Mauritania		3	3	2	1	3129486	6308	-99	2000	-99	7. Least developed region	5. Low income	-99		MR	MRT	478	478	MR	MRT	-99	MRT	MRT	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	10	10	4	-99	1	5166346516	5231255478	5639818811	5391555433	4828858024	4679346590	4905893854	5234817927
3	Admin-0 country	6	United Kingdom	GB1	1	2	Dependency	Montserrat	MSR	0	Montserrat	MSR	0	Montserrat	MSR	0	Montserrat	Montserrat	MSR	Montserrat		Monts.	MS			U.K.		Montserrat		6	6	6	3	5097	29	-99	-99	-99	6. Developing region	4. Lower middle income	-99		MS	MSR	500	500	-99	-99	-99	MSR	MSR	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	10	10	6	6	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	5	Mauritius	MUS	0	2	Sovereign country	Mauritius	MUS	0	Mauritius	MUS	0	Mauritius	MUS	0	Mauritius	Mauritius	MUS	Mauritius		Mus.	MU	Republic of Mauritius				Mauritius		1	3	5	7	1284264	15270	-99	2011	-99	6. Developing region	3. Upper middle income	-99		MU	MUS	480	480	MU	MUS	-99	MUS	MUS	-99	-99	Seven seas (open ocean)	Africa	Eastern Africa	Sub-Saharan Africa	9	9	4	2	1	11518393367	11668685524	12129642296	12803445933	11692287066	12232463655	13259351418	14220348672
1	Admin-0 country	6	Malawi	MWI	0	2	Sovereign country	Malawi	MWI	0	Malawi	MWI	0	Malawi	MWI	0	Malawi	Malawi	MWI	Malawi		Mal.	MW	Republic of Malawi				Malawi		1	3	4	5	14268711	11810	-99	2008	-99	7. Least developed region	5. Low income	-99		MW	MWI	454	454	MW	MWI	-99	MWI	MWI	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	6	6	4	-99	1	8004000737	6028487928	5518880768	6047813437	6373212640	5433040159	6303292264	7064971176
1	Admin-0 country	3	Malaysia	MYS	0	2	Sovereign country	Malaysia	MYS	0	Malaysia	MYS	0	Malaysia	MYS	0	Malaysia	Malaysia	MYS	Malaysia		Malay.	MY	Malaysia				Malaysia		2	4	3	6	25715819	384300	-99	2010	-99	6. Developing region	3. Upper middle income	-99		MY	MYS	458	458	MY	MYS	-99	MYS	MYS	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	8	8	6	-99	1	2,97952E+11	3,14443E+11	3,23277E+11	3,38062E+11	3,01E+11	3,01E+11	3,19E+11	3,59E+11
1	Admin-0 country	3	Namibia	NAM	0	2	Sovereign country	Namibia	NAM	0	Namibia	NAM	0	Namibia	NAM	0	Namibia	Namibia	NAM	Namibia		Nam.	NA	Republic of Namibia				Namibia		4	1	1	7	2108665	13250	-99	2001	-99	6. Developing region	3. Upper middle income	-99		NA	NAM	516	516	NA	NAM	-99	NAM	NAM	-99	-99	Africa	Africa	Southern Africa	Sub-Saharan Africa	7	7	4	-99	1	12409629835	13016272898	12717790504	12786078008	11650656642	11286139080	13566192144	14521711633
1	Admin-0 country	3	France	FR1	1	2	Dependency	New Caledonia	NCL	0	New Caledonia	NCL	0	New Caledonia	NCL	0	New Caledonia	New Caledonia	NCL	New Caledonia		New C.	NC	New Caledonia	Nouvelle-Calédonie	Fr.		New Caledonia		7	5	9	11	227436	3158	-99	2009	-99	6. Developing region	2. High income: nonOECD	-99		NC	NCL	540	540	NC	NCL	-99	NCL	NCL	-99	-99	Oceania	Oceania	Melanesia	East Asia & Pacific	13	13	6	-99	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	3	Niger	NER	0	2	Sovereign country	Niger	NER	0	Niger	NER	0	Niger	NER	0	Niger	Niger	NER	Niger		Niger	NE	Republic of Niger				Niger		4	5	3	13	15306252	10040	-99	2001	-99	7. Least developed region	5. Low income	-99		NE	NER	562	562	NE	NER	-99	NER	NER	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	5	5	5	-99	1	6409184724	6942258305	7667952566	8229731383	7217667780	7528285443	8119710126	9290938457
5	Admin-0 country	5	Australia	AU1	1	2	Dependency	Norfolk Island	NFK	0	Norfolk Island	NFK	0	Norfolk Island	NFK	0	Norfolk Island	Norfolk Island	NFK	Norfolk Island		Nfk. I.	NF	Territory of Norfolk Island		Auz.		Norfolk Island		1	2	2	7	2141	32.115	-99	-99	-99	6. Developing region	4. Lower middle income	-99		NF	NFK	574	574	-99	-99	-99	NFK	NFK	-99	-99	Oceania	Oceania	Australia and New Zealand	East Asia & Pacific	14	14	7	-99	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	2	Nigeria	NGA	0	2	Sovereign country	Nigeria	NGA	0	Nigeria	NGA	0	Nigeria	NGA	0	Nigeria	Nigeria	NGA	Nigeria		Nigeria	NG	Federal Republic of Nigeria				Nigeria		3	2	5	2	149229090	335400	-99	2006	-99	5. Emerging region: G20	4. Lower middle income	-99		NG	NGA	566	566	NG	NGA	-99	NGA	NGA	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	7	7	7	-99	1	4,10335E+11	4,59376E+11	5,14966E+11	5,68499E+11	4,95E+11	4,05E+11	3,76E+11	3,97E+11
1	Admin-0 country	5	Nicaragua	NIC	0	2	Sovereign country	Nicaragua	NIC	0	Nicaragua	NIC	0	Nicaragua	NIC	0	Nicaragua	Nicaragua	NIC	Nicaragua		Nic.	NI	Republic of Nicaragua				Nicaragua		1	4	1	9	5891199	16790	-99	2005	-99	6. Developing region	4. Lower middle income	-99		NI	NIC	558	558	NI	NIC	-99	NIC	NIC	-99	-99	North America	Americas	Central America	Latin America & Caribbean	9	9	4	-99	1	9774262741	10531964139	10982979274	11880472593	12756706583	13286048705	13785943183	13063873077
3	Admin-0 country	4	New Zealand	NZ1	1	2	Dependency	Niue	NIU	0	Niue	NIU	0	Niue	NIU	0	Niue	Niue	NIU	Niue		Niue	NU			Assoc. with N.Z.		Niue		3	3	4	4	1398	10.sij	-99	-99	-99	6. Developing region	3. Upper middle income	-99		NU	NIU	570	570	-99	-99	-99	NIU	NIU	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	4	4	4	3	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	5	Netherlands	NL1	1	2	Country	Netherlands	NLD	0	Netherlands	NLD	0	Netherlands	NLD	0	Netherlands	Netherlands	NLD	Netherlands		Neth.	NL	Kingdom of the Netherlands				Netherlands		4	2	2	9	16715999	672000	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		NL	NLD	528	528	NL	NLD	-99	NLD	NLD	-99	-99	Europe	Europe	Western Europe	Europe & Central Asia	11	11	5	-99	1	9,04086E+11	8,38971E+11	8,76924E+11	8,90981E+11	7,65E+11	7,84E+11	8,32E+11	9,14E+11
1	Admin-0 country	3	Norway	NOR	0	2	Sovereign country	Norway	NOR	0	Norway	NOR	0	Norway	NOR	0	Norway	Norway	NOR	Norway		Nor.	N	Kingdom of Norway				Norway		5	3	8	12	4676305	276400	-99	2001	-99	2. Developed region: nonG7	1. High income: OECD	-99		NO	NOR	578	578	NO	NOR	-99	NOR	NOR	-99	-99	Europe	Europe	Northern Europe	Europe & Central Asia	6	6	4	-99	1	4,98283E+11	5,09506E+11	5,22762E+11	4,9841E+11	3,86E+11	3,69E+11	3,98E+11	4,34E+11
1	Admin-0 country	3	Nepal	NPL	0	2	Sovereign country	Nepal	NPL	0	Nepal	NPL	0	Nepal	NPL	0	Nepal	Nepal	NPL	Nepal		Nepal	NP	Nepal				Nepal		2	2	3	12	28563377	31080	-99	2001	-99	7. Least developed region	5. Low income	-99		NP	NPL	524	524	NP	NPL	-99	NPL	NPL	-99	-99	Asia	Asia	Southern Asia	South Asia	5	5	5	-99	1	18913574370	18851513891	19271168018	20002968837	21410840908	21185922407	25180583769	29040398982
3	Admin-0 country	6	Nauru	NRU	0	2	Sovereign country	Nauru	NRU	0	Nauru	NRU	0	Nauru	NRU	0	Nauru	Nauru	NRU	Nauru		Nauru	NR	Republic of Nauru				Nauru		3	7	6	9	14019	60	-99	-99	-99	6. Developing region	4. Lower middle income	-99		NR	NRU	520	520	-99	-99	-99	NRU	NRU	-99	-99	Oceania	Oceania	Micronesia	East Asia & Pacific	5	5	5	3	1	72680074	103833367	108634964	117009639	99966636	102052700	113884908	125628504
1	Admin-0 country	2	New Zealand	NZ1	1	2	Country	New Zealand	NZL	0	New Zealand	NZL	0	New Zealand	NZL	0	New Zealand	New Zealand	NZL	New Zealand		N.Z.	NZ	New Zealand				New Zealand		3	3	4	4	4213418	116700	-99	2006	-99	2. Developed region: nonG7	1. High income: OECD	-99		NZ	NZL	554	554	NZ	NZL	-99	NZL	NZL	-99	-99	Oceania	Oceania	Australia and New Zealand	East Asia & Pacific	11	11	4	-99	1	1,68462E+11	1,76194E+11	1,90784E+11	2,00834E+11	1,77E+11	1,88E+11	2,03E+11	2,05E+11
1	Admin-0 country	4	Oman	OMN	0	2	Sovereign country	Oman	OMN	0	Oman	OMN	0	Oman	OMN	0	Oman	Oman	OMN	Oman		Oman	OM	Sultanate of Oman				Oman		1	4	1	6	3418085	66980	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		OM	OMN	512	512	OM	OMN	-99	OMN	OMN	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	4	4	4	-99	1	67937581274	76689206762	78784395318	81076723016	68921456436	65941482444	70597919375	79276723016
1	Admin-0 country	2	Pakistan	PAK	0	2	Sovereign country	Pakistan	PAK	0	Pakistan	PAK	0	Pakistan	PAK	0	Pakistan	Pakistan	PAK	Pakistan		Pak.	PK	Islamic Republic of Pakistan				Pakistan		2	2	3	11	176242949	427300	-99	1998	-99	5. Emerging region: G20	4. Lower middle income	-99		PK	PAK	586	586	PK	PAK	-99	PAK	PAK	-99	-99	Asia	Asia	Southern Asia	South Asia	8	8	4	-99	1	2,13587E+11	2,24384E+11	2,31219E+11	2,44361E+11	2,71E+11	2,79E+11	3,05E+11	3,15E+11
1	Admin-0 country	4	Panama	PAN	0	2	Sovereign country	Panama	PAN	0	Panama	PAN	0	Panama	PAN	0	Panama	Panama	PAN	Panama		Pan.	PA	Republic of Panama				Panama		4	4	6	3	3360474	38830	-99	2010	-99	6. Developing region	3. Upper middle income	-99		PA	PAN	591	591	PA	PAN	-99	PAN	PAN	-99	-99	North America	Americas	Central America	Latin America & Caribbean	6	6	4	-99	1	34686200000	40429700000	45600000000	49921500000	54091700000	57957600000	62283800000	65055100000
3	Admin-0 country	4	United Kingdom	GB1	1	2	Dependency	Pitcairn Islands	PCN	0	Pitcairn Islands	PCN	0	Pitcairn Islands	PCN	0	Pitcairn Is.	Pitcairn Islands	PCN	Pitcairn Is.		Pit. Is.	PN	Pitcairn, Henderson, Ducie and Oeno Islands		U.K.		Pitcairn Islands		6	6	6	3	48	0.72	-99	-99	-99	7. Least developed region	5. Low income	-99		PN	PCN	612	612	-99	-99	-99	PCN	PCN	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	12	16	8	-99	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	2	Peru	PER	0	2	Sovereign country	Peru	PER	0	Peru	PER	0	Peru	PER	0	Peru	Peru	PER	Peru		Peru	PE	Republic of Peru				Peru		4	4	4	11	29546963	247300	-99	2007	-99	5. Emerging region: G20	3. Upper middle income	-99		PE	PER	604	604	PE	PER	-99	PER	PER	-99	-99	South America	Americas	South America	Latin America & Caribbean	4	4	4	-99	1	1,71762E+11	1,92649E+11	2,01175E+11	2,00789E+11	1,9E+11	1,92E+11	2,11E+11	2,22E+11
1	Admin-0 country	2	Philippines	PHL	0	2	Sovereign country	Philippines	PHL	0	Philippines	PHL	0	Philippines	PHL	0	Philippines	Philippines	PHL	Philippines		Phil.	PH	Republic of the Philippines				Philippines		3	2	2	8	97976603	317500	-99	2010	-99	5. Emerging region: G20	4. Lower middle income	-99		PH	PHL	608	608	PH	PHL	-99	PHL	PHL	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	11	11	5	-99	1	2,24143E+11	2,50092E+11	2,71836E+11	2,84585E+11	2,93E+11	3,05E+11	3,14E+11	3,31E+11
1	Admin-0 country	6	Palau	PLW	0	2	Sovereign country	Palau	PLW	0	Palau	PLW	0	Palau	PLW	0	Palau	Palau	PLW	Palau		Palau	PW	Republic of Palau				Palau		2	5	1	12	20796	164	-99	2010	-99	6. Developing region	3. Upper middle income	-99		PW	PLW	585	585	PW	PLW	-99	PLW	PLW	-99	-99	Oceania	Oceania	Micronesia	East Asia & Pacific	5	5	5	2	1	193143900	211103300	223388400	243147000	280376100	300125600	286321800	283994900
1	Admin-0 country	2	Papua New Guinea	PNG	0	2	Sovereign country	Papua New Guinea	PNG	0	Papua New Guinea	PNG	1	Papua New Guinea	PN1	0	Papua New Guinea	Papua New Guinea	PN1	Papua New Guinea		P.N.G.	PG	Independent State of Papua New Guinea				Papua New Guinea		4	2	3	1	6057263	13210	-99	2000	-99	6. Developing region	4. Lower middle income	-99		PG	PNG	598	598	PG	PNG	-99	PNG	PNG	-99	-99	Oceania	Oceania	Melanesia	East Asia & Pacific	16	16	6	-99	1	17984910495	21295659249	21261432774	23210682536	21723531182	20759069104	22742613549	23497607690
1	Admin-0 country	3	Poland	POL	0	2	Sovereign country	Poland	POL	0	Poland	POL	0	Poland	POL	0	Poland	Poland	POL	Poland		Pol.	PL	Republic of Poland				Poland		3	7	1	2	38482919	667900	-99	2011	-99	2. Developed region: nonG7	1. High income: OECD	-99		PL	POL	616	616	PL	POL	-99	POL	POL	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	6	6	4	-99	1	5,28832E+11	5,00361E+11	5,24234E+11	5,45389E+11	4,78E+11	4,72E+11	5,26E+11	5,86E+11
1	Admin-0 country	5	United States of America	US1	1	2	Dependency	Puerto Rico	PRI	0	Puerto Rico	PRI	0	Puerto Rico	PRI	0	Puerto Rico	Puerto Rico	PRI	Puerto Rico		P.R.	PR	Commonwealth of Puerto Rico		Commonwealth of U.S.A.		Puerto Rico		4	5	1	1	3971020	70230	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		PR	PRI	630	630	PR	PRI	-99	PRI	PRI	-99	-99	North America	Americas	Caribbean	Latin America & Caribbean	11	11	4	-99	-99	1,00352E+11	1,01565E+11	1,0245E+11	1,02446E+11	1,03E+11	1,04E+11	1,04E+11	1,01E+11
1	Admin-0 country	3	North Korea	PRK	0	2	Sovereign country	North Korea	PRK	0	North Korea	PRK	0	North Korea	PRK	0	Dem. Rep. Korea	Dem. Rep. Korea	PRK	Dem. Rep. Korea		N.K.	KP	Democratic People's Republic of Korea				Korea, Dem. Rep.		3	5	3	9	22665345	40000	-99	2009	-99	7. Least developed region	5. Low income	-99		KP	PRK	408	408	KP	PRK	-99	PRK	PRK	-99	-99	Asia	Asia	Eastern Asia	East Asia & Pacific	15	15	4	-99	1	0	0	0	0	0	0	0	0
1	Admin-0 country	2	Portugal	PRT	0	2	Sovereign country	Portugal	PRT	0	Portugal	PRT	1	Portugal	PR1	0	Portugal	Portugal	PR1	Portugal		Port.	P	Portuguese Republic				Portugal		1	7	1	4	10707924	208627	-99	2011	0	2. Developed region: nonG7	1. High income: OECD	-99		PT	PRT	620	620	PT	PRT	-99	PRT	PRT	-99	-99	Europe	Europe	Southern Europe	Europe & Central Asia	8	8	5	-99	1	2,44797E+11	2,16237E+11	2,2637E+11	2,29596E+11	1,99E+11	2,06E+11	2,21E+11	2,41E+11
1	Admin-0 country	4	Paraguay	PRY	0	2	Sovereign country	Paraguay	PRY	0	Paraguay	PRY	0	Paraguay	PRY	0	Paraguay	Paraguay	PRY	Paraguay		Para.	PY	Republic of Paraguay				Paraguay		6	3	6	2	6995655	28890	-99	2002	-99	5. Emerging region: G20	4. Lower middle income	-99		PY	PRY	600	600	PY	PRY	-99	PRY	PRY	-99	-99	South America	Americas	South America	Latin America & Caribbean	8	8	5	-99	1	33715524703	33283228891	38585317742	40276532540	36164068797	36054281572	39008900331	40496953779
1	Admin-0 country	5	Israel	ISR	1	2	Disputed	Palestine	PSX	0	Palestine	PSX	0	Palestine	PSX	0	Palestine	Palestine	PSX	Palestine		Pal.	PAL	West Bank and Gaza		Partial self-admin.	Partial self-admin.	Palestine (West Bank and Gaza)		3	2	5	8	4119083	11950.77	-99	2007	-99	6. Developing region	4. Lower middle income	-99		PS	PSE	275	275	GZ	WBG	-99	PSE	PSX	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	9	9	4	-99	-99	10465400000	11279400000	12476000000	12715600000	12673000000	13425700000	14498100000	14615900000
3	Admin-0 country	4	France	FR1	1	2	Dependency	French Polynesia	PYF	0	French Polynesia	PYF	0	French Polynesia	PYF	0	Fr. Polynesia	French Polynesia	PYF	Fr. Polynesia		Fr. Poly.	PF	French Polynesia		Fr.		French Polynesia		7	5	9	11	287032	4718	-99	2007	-99	6. Developing region	2. High income: nonOECD	-99		PF	PYF	258	258	PF	PYF	-99	PYF	PYF	-99	-99	Oceania	Oceania	Polynesia	East Asia & Pacific	13	16	9	2	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	5	Qatar	QAT	0	2	Sovereign country	Qatar	QAT	0	Qatar	QAT	0	Qatar	QAT	0	Qatar	Qatar	QAT	Qatar		Qatar	QA	State of Qatar				Qatar		3	6	2	4	833285	91330	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		QA	QAT	634	634	QA	QAT	-99	QAT	QAT	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	5	5	5	-99	1	1,67775E+11	1,86834E+11	1,98728E+11	2,06225E+11	1,62E+11	1,52E+11	1,67E+11	1,91E+11
1	Admin-0 country	3	Romania	ROU	0	2	Sovereign country	Romania	ROU	0	Romania	ROU	0	Romania	ROU	0	Romania	Romania	ROU	Romania		Rom.	RO	Romania				Romania		1	4	3	13	22215421	271400	-99	2011	-99	2. Developed region: nonG7	3. Upper middle income	-99		RO	ROU	642	642	RO	ROM	-99	ROU	ROU	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	7	7	4	-99	1	1,83443E+11	1,71196E+11	1,90949E+11	1,99627E+11	1,78E+11	1,88E+11	2,12E+11	2,4E+11
1	Admin-0 country	2	Russia	RUS	0	2	Sovereign country	Russia	RUS	0	Russia	RUS	0	Russia	RUS	0	Russia	Russian Federation	RUS	Russia		Rus.	RUS	Russian Federation				Russian Federation		2	5	7	7	140041247	2266000	-99	2010	-99	3. Emerging region: BRIC	3. Upper middle income	-99		RU	RUS	643	643	RU	RUS	-99	RUS	RUS	-99	-99	Europe	Europe	Eastern Europe	Europe & Central Asia	6	18	4	-99	1	2,05166E+12	2,21026E+12	2,29713E+12	2,05998E+12	1,36E+12	1,28E+12	1,58E+12	1,66E+12
1	Admin-0 country	3	Rwanda	RWA	0	2	Sovereign country	Rwanda	RWA	0	Rwanda	RWA	0	Rwanda	RWA	0	Rwanda	Rwanda	RWA	Rwanda		Rwa.	RW	Republic of Rwanda				Rwanda		5	2	3	10	10473282	9706	-99	2002	-99	7. Least developed region	5. Low income	-99		RW	RWA	646	646	RW	RWA	-99	RWA	RWA	-99	-99	Africa	Africa	Eastern Africa	Sub-Saharan Africa	6	6	4	-99	1	6646901207	7428848122	7621924854	8016593394	8277614580	8475622319	9140429057	9508715596
1	Admin-0 country	2	Saudi Arabia	SAU	0	2	Sovereign country	Saudi Arabia	SAU	0	Saudi Arabia	SAU	0	Saudi Arabia	SAU	0	Saudi Arabia	Saudi Arabia	SAU	Saudi Arabia		Saud.	SA	Kingdom of Saudi Arabia				Saudi Arabia		6	1	6	7	28686633	576500	-99	2010	-99	2. Developed region: nonG7	2. High income: nonOECD	-99		SA	SAU	682	682	SA	SAU	-99	SAU	SAU	-99	-99	Asia	Asia	Western Asia	Middle East & North Africa	12	12	5	-99	1	6,71239E+11	7,35975E+11	7,46647E+11	7,5635E+11	1,62E+11	1,52E+11	1,67E+11	1,91E+11
1	Admin-0 country	3	Sudan	SDN	0	2	Sovereign country	Sudan	SDN	0	Sudan	SDN	0	Sudan	SDN	0	Sudan	Sudan	SDN	Sudan		Sudan	SD	Republic of the Sudan				Sudan		2	6	4	1	25946220	88080	-99	2008	-99	6. Developing region	4. Lower middle income	-99		SD	SDN	729	729	SD	SDN	-99	SDN	SDN	-99	-99	Africa	Africa	Northern Africa	Sub-Saharan Africa	5	5	5	-99	1	67327289319	68125631150	72065940085	82151588418	1,78E+11	1,88E+11	2,12E+11	2,4E+11
1	Admin-0 country	3	Senegal	SEN	0	2	Sovereign country	Senegal	SEN	0	Senegal	SEN	0	Senegal	SEN	0	Senegal	Senegal	SEN	Senegal		Sen.	SN	Republic of Senegal				Senegal		2	6	5	5	13711597	21980	-99	2002	-99	7. Least developed region	4. Lower middle income	-99		SN	SEN	686	686	SN	SEN	-99	SEN	SEN	-99	-99	Africa	Africa	Western Africa	Sub-Saharan Africa	7	7	4	-99	1	17878780184	17825417949	18960182371	19770840285	1,36E+12	1,28E+12	1,58E+12	1,66E+12
3	Admin-0 country	6	Singapore	SGP	0	2	Sovereign country	Singapore	SGP	0	Singapore	SGP	0	Singapore	SGP	0	Singapore	Singapore	SGP	Singapore		Sing.	SG	Republic of Singapore				Singapore		5	3	7	3	4657542	237300	-99	2010	-99	6. Developing region	2. High income: nonOECD	-99		SG	SGP	702	702	SG	SGP	-99	SGP	SGP	-99	-99	Asia	Asia	South-Eastern Asia	East Asia & Pacific	9	9	5	3	1	2,79351E+11	2,95087E+11	3,07576E+11	3,14851E+11	8277614580	8475622319	9140429057	9508715596
3	Admin-0 country	4	United Kingdom	GB1	1	2	Dependency	South Georgia and South Sandwich Islands	SGS	0	South Georgia and South Sandwich Islands	SGS	0	South Georgia and South Sandwich Islands	SGS	0	S. Geo. and S. Sandw. Is.	South Georgia and South Sandwich Islands	SGS	S. Geo. and S. Sandw. Is.		S.G. S.S. Is.	GS	South Georgia and South Sandwich Islands		U.K.		South Georgia and the Islands		6	6	6	3	30	0.3	-99	-99	-99	7. Least developed region	5. Low income	-99		GS	SGS	239	-99	-99	-99	-99	SGS	SGS	-99	-99	Seven seas (open ocean)	Seven seas (open ocean)	Seven seas (open ocean)	Antarctica	25	40	13	3	-99	0	0	0	0	0	0	0	0
3	Admin-0 country	6	United Kingdom	GB1	1	2	Dependency	Saint Helena	SHN	0	Saint Helena	SHN	0	Saint Helena	SHN	0	Saint Helena	Saint Helena	SHN	Saint Helena		St.H.	SH			U.K.		St. Helena		6	6	6	3	7637	18	-99	-99	-99	6. Developing region	4. Lower middle income	-99		SH	SHN	654	654	-99	-99	-99	SHN	SHN	-99	-99	Seven seas (open ocean)	Africa	Western Africa	Sub-Saharan Africa	12	12	5	-99	-99	0	0	0	0	0	0	0	0
1	Admin-0 country	3	Solomon Islands	SLB	0	2	Sovereign country	Solomon Islands	SLB	0	Solomon Islands	SLB	0	Solomon Islands	SLB	0	Solomon Is.	Solomon Islands	SLB	Solomon Is.		S. Is.	SB					Solomon Islands		1	4	1	6	595613	1078	-99	2009	-99	7. Least developed region	4. Lower middle income	-99		SB	SLB	90	90	SB	SLB	-99	SLB	SLB	-99	-99	Oceania	Oceania	Melanesia	East Asia & Pacific	11	15	6	-99	1	932725583	1063879445	1129787198	1172268300	1154650068	1230459709	1309631135	1395608472
